grade confidence_levels
Wrong 0.12208229303359985,0.13922208547592163,0.22636628150939941
Wrong 0.13052082061767578,0.08149059861898422,0.07062767446041107,0.15885473787784576
Correct 0.035542845726013184,0.016078559681773186,0.03314775973558426,0.028687765821814537,0.0185049157589674,0.025295814499258995,0.01872846484184265,0.044092223048210144,0.023436198011040688
Wrong 0.06766176223754883,0.018600596114993095,0.051104508340358734,0.11676625907421112,0.02081766165792942,0.00866844691336155,0.0113759133964777,0.03338884934782982
Wrong 0.021238403394818306,0.008020996116101742,0.02091849409043789,0.12351182848215103,0.11758454144001007
Wrong 0.02731231227517128,0.048272982239723206,0.04066654294729233,0.026267487555742264,0.02066565863788128,0.018518870696425438,0.01655164174735546,0.022493820637464523,0.00813763216137886,0.0026149137411266565,0.04954627901315689
Wrong 0.13376009464263916,0.025760497897863388,0.03626065328717232,0.08204346895217896
Wrong 0.06479761749505997,0.18787148594856262,0.11364874243736267
Correct 0.04380965605378151,0.018726203590631485,0.026177264750003815,0.13858605921268463,0.23898856341838837
Correct 0.02765866182744503,0.07414399087429047,0.1880444884300232,0.20727749168872833
Wrong 0.04644642770290375,0.01989808864891529,0.022657837718725204,0.03505128622055054,0.09669554978609085,0.10373429954051971
Wrong 0.032986365258693695,0.02554292231798172,0.026954101398587227,0.05356844887137413,0.10012919455766678,0.06160528212785721,0.08570653945207596
Wrong 0.07474295794963837,0.10434975475072861,0.08401817083358765,0.10742917656898499,0.14499640464782715
Wrong 0.10882551223039627,0.09298062324523926,0.14532895386219025
Correct 0.0408158116042614,0.009359916672110558,0.01375865563750267,0.04584743455052376,0.021616796031594276,0.013119693845510483,0.02026122249662876,0.21329981088638306
Correct 0.06864143162965775,0.4201771020889282
Wrong 0.08132757246494293,0.02018343284726143,0.02918718010187149,0.03839283436536789,0.02165153995156288,0.12652650475502014
Wrong 0.03497975319623947,0.012812133878469467,0.020730003714561462,0.11136672645807266,0.01392595749348402,0.012012209743261337,0.007853121496737003,0.008663360029459,0.008329679258167744,0.012062937952578068,0.019463520497083664
Wrong 0.031126022338867188,0.09953469038009644,0.06936420500278473,0.04217393696308136,0.05327436700463295
Correct 0.022594712674617767,0.012772699818015099,0.01785114035010338,0.022843847051262856,0.01717660017311573,0.11411191523075104,0.1468144953250885
Correct 0.04812831059098244,0.024867651984095573,0.04547639191150665,0.05999615415930748,0.19442355632781982
Wrong 0.017739487811923027,0.009166710078716278,0.0278573390096426,0.24284037947654724,0.09776826202869415
Correct 0.039167918264865875,0.014898060820996761,0.039127789437770844,0.021045055240392685,0.015955213457345963,0.044623952358961105
Correct 0.01738007366657257,0.005661421921104193,0.06400536745786667,0.015646032989025116,0.0225842222571373,0.011564170941710472,0.012960251420736313,0.022121643647551537,0.046377476304769516
Wrong 0.03703039139509201,0.023675587028265,0.016368985176086426,0.02879529446363449,0.017940852791070938,0.040130987763404846,0.04603645205497742
Wrong 0.02212868258357048,0.007789218332618475,0.015156269073486328,0.0725296288728714,0.08633590489625931,0.07988733053207397
Correct 0.07075993716716766,0.038360416889190674,0.13623303174972534,0.10541170090436935
Wrong 0.04861963540315628,0.01429685391485691,0.02905052714049816,0.09001155942678452,0.09535710513591766
Wrong 0.08896426856517792,0.09485859423875809,0.060204192996025085,0.19621555507183075
Wrong 0.030450858175754547,0.056937325745821,0.029773451387882233,0.05439189076423645,0.10820275545120239
Wrong 0.053489185869693756,0.03834022581577301,0.03843440115451813,0.033569518476724625,0.018016211688518524,0.015487194061279297,0.02337750419974327,0.086379274725914
Wrong 0.02303723618388176,0.24854877591133118,0.012838190421462059,0.023511327803134918,0.18451058864593506
Wrong 0.03712325543165207,0.04123929515480995,0.06050726771354675,0.1604844033718109,0.07236547768115997
Wrong 0.0894743800163269,0.09041787683963776,0.27493512630462646
Correct 0.045702289789915085,0.04679248109459877,0.02286837249994278,0.016964701935648918,0.01646566577255726,0.029118744656443596,0.028403349220752716
Wrong 0.06687670946121216,0.019210174679756165,0.11821145564317703,0.12273693084716797,0.10792703926563263
Correct 0.029122665524482727,0.018417924642562866,0.026164833456277847,0.11659090220928192,0.01617508754134178,0.011089658364653587,0.02413017675280571,0.025205623358488083
Wrong 0.020624199882149696,0.011595580726861954,0.01827404275536537,0.1097264289855957,0.03687834367156029,0.10186821222305298
Correct 0.08290562033653259,0.01716800220310688,0.025173239409923553,0.06412944197654724,0.1090257465839386
Wrong 0.12099196016788483,0.04502689465880394,0.0909656286239624,0.09572909027338028
Wrong 0.13345304131507874,0.04442129284143448,0.18773071467876434,0.09805231541395187
Wrong 0.022653844207525253,0.044615842401981354,0.018738489598035812,0.02477271854877472,0.019776135683059692,0.011080630123615265,0.018749035894870758,0.07601974904537201,0.023485234007239342
Correct 0.037289515137672424,0.11752313375473022,0.2113420069217682,0.214350625872612
Correct 0.11585959792137146,0.03399050235748291,0.06965232640504837,0.120245561003685
Wrong 0.014244530349969864,0.010254664346575737,0.009891711175441742,0.065653495490551,0.011315804906189442,0.11079975217580795
Wrong 0.05199439451098442,0.020211514085531235,0.06900915503501892,0.12734507024288177
Correct 0.02965700626373291,0.0365157350897789,0.028270822018384933,0.07408786565065384,0.02686922252178192,0.06352701783180237,0.05106344074010849
Wrong 0.03678206354379654,0.018711384385824203,0.06368798017501831,0.18475358188152313,0.09128400683403015
Correct 0.10020355135202408,0.03516409546136856,0.2523926794528961,0.13244464993476868
Wrong 0.018932200968265533,0.16356271505355835,0.025449439883232117,0.030565092340111732,0.03674108535051346
Wrong 0.02851812168955803,0.020791281014680862,0.012553095817565918,0.06699460744857788,0.01737443543970585,0.013385435566306114,0.006346614565700293,0.011094965040683746,0.007553218398243189,0.004719523247331381
Wrong 0.04580201953649521,0.03868984803557396,0.3068128526210785,0.052347440272569656,0.05656253546476364
Wrong 0.021422186866402626,0.10679115355014801,0.015723520889878273,0.02108488231897354,0.13097135722637177
Correct 0.028383109718561172,0.018788736313581467,0.018709758296608925,0.031714338809251785,0.07329044491052628,0.05777020752429962
Correct 0.013494700193405151,0.0072502195835113525,0.008982846513390541,0.011243326589465141,0.0090508833527565,0.09387850016355515,0.019836433231830597,0.03022809699177742,0.006191723980009556,0.0041817957535386086
Correct 0.04821189492940903,0.05064183846116066,0.5087175965309143,0.08806493878364563
Wrong 0.036465223878622055,0.027118010446429253,0.04940364509820938,0.03340663015842438,0.024895574897527695,0.014673003926873207,0.019111206755042076,0.04336553066968918
Wrong 0.08094227313995361,0.02607358992099762,0.4273476004600525,0.06371757388114929
Wrong 0.03012780472636223,0.015901576727628708,0.017560027539730072,0.13822661340236664,0.02688329480588436,0.03547977656126022
Wrong 0.06099482625722885,0.037555892020463943,0.04920034855604172,0.0774942934513092,0.036211952567100525,0.047884438186883926
Wrong 0.06403622031211853,0.026347171515226364,0.03460723161697388,0.09282415360212326,0.026417061686515808,0.025267383083701134,0.04492322728037834
Correct 0.045070528984069824,0.13237382471561432,0.1054062694311142
Wrong 0.048876263201236725,0.013628840446472168,0.015736792236566544,0.04534158483147621,0.014902126044034958,0.01254337653517723,0.01571037247776985,0.04320719465613365
Correct 0.037042852491140366,0.027025265619158745,0.08058585971593857,0.03733506426215172,0.04379288852214813
Correct 0.052676811814308167,0.023399081081151962,0.21774154901504517,0.2716808617115021
Wrong 0.023568226024508476,0.011830811388790607,0.12197688221931458,0.04969552531838417
Correct 0.1564405858516693,0.04544958099722862,0.07193400710821152,0.14241844415664673
Wrong 0.03799980878829956,0.02423005923628807,0.03753884881734848,0.0931510180234909,0.0415690578520298,0.04500535875558853,0.05714815855026245
Wrong 0.014485113322734833,0.11603201925754547,0.007196548394858837,0.018814438953995705,0.028040574863553047
Correct 0.031499750912189484,0.018058104440569878,0.028447896242141724,0.34994596242904663,0.05273731052875519
Wrong 0.0399417020380497,0.0481569841504097
Correct 0.04649645835161209,0.012117954902350903,0.025707662105560303,0.06696304678916931,0.017504282295703888,0.033543750643730164
Wrong 0.05059361457824707,0.01143098995089531,0.016558274626731873,0.03255539387464523,0.02934480831027031,0.06365194171667099
Correct 0.026508070528507233,0.013149995356798172,0.015847420319914818,0.02180936187505722,0.021455077454447746,0.04241461306810379,0.08781415224075317
Wrong 0.10802436619997025,0.1262376606464386,0.06988175958395004,0.1271064430475235
Wrong 0.04412417486310005,0.029857277870178223,0.027408108115196228,0.08489902317523956,0.043236348778009415,0.06274424493312836
Correct 0.10630110651254654,0.03540446236729622,0.16048836708068848,0.09806104749441147
Wrong 0.05205874145030975,0.016435937955975533,0.017082875594496727,0.2011990249156952,0.12943118810653687
Wrong 0.06840281188488007,0.03661798685789108,0.16284146904945374,0.10339855402708054,0.04521222785115242
Correct 0.451731413602829,0.006909239571541548,0.010956523939967155,0.05792554095387459
Wrong 0.14614379405975342,0.1678018718957901,0.18954434990882874
Correct 0.03038601204752922,0.11319629848003387,0.03428291529417038,0.04258601367473602,0.051626890897750854
Correct 0.014393115416169167,0.2145412564277649,0.019197406247258186,0.021965881809592247,0.034029554575681686
Wrong 0.08517462015151978,0.16392116248607635,0.052308984100818634,0.15388089418411255
Correct 0.046211838722229004,0.0295774694532156,0.2913579046726227,0.07275395095348358
Correct 0.060874857008457184,0.02672290988266468,0.08925074338912964,0.10360629111528397,0.04792598634958267
Wrong 0.03500779718160629,0.09314145147800446,0.03216482326388359,0.02700800448656082,0.021904585883021355,0.009262948296964169,0.007832967676222324,0.02689293399453163
Correct 0.04744429141283035,0.012315970845520496,0.016433585435152054,0.1206311583518982,0.027866657823324203,0.054427631199359894
Wrong 0.1184300109744072,0.07796500623226166,0.1762121617794037,0.07763467729091644
Correct 0.07550157606601715,0.0936819389462471,0.2769985795021057
Wrong 0.09283097088336945,0.043505288660526276,0.1231834813952446,0.12871921062469482,0.07383477687835693
Wrong 0.08165232837200165,0.06177905201911926,0.39668652415275574
Wrong 0.044652923941612244,0.04385761544108391,0.06582176685333252,0.058821901679039,0.10398047417402267
Wrong 0.05445391312241554,0.5345800518989563
Correct 0.04523909464478493,0.06969429552555084,0.08156052231788635,0.11442624032497406,0.08138833194971085
Correct 0.2958846390247345,0.015993919223546982,0.014935828745365143,0.040287572890520096
Correct 0.10348393023014069,0.1071309819817543,0.1488475203514099,0.13747574388980865
Correct 0.032150328159332275,0.10621261596679688,0.2304311841726303
Wrong 0.19151994585990906,0.04763032868504524,0.057053372263908386,0.3264215886592865
Correct 0.0600447915494442,0.037552036345005035,0.10254675149917603,0.19871731102466583
Wrong 0.016750112175941467,0.02707415446639061,0.04858165979385376,0.17404970526695251,0.18302299082279205
Correct 0.04688847437500954,0.04128078371286392,0.1951156109571457,0.07652705907821655,0.02124873548746109,0.016930675134062767,0.02747376635670662
Correct 0.035502657294273376,0.007047499064356089,0.010337619110941887,0.017043104395270348,0.023423241451382637,0.05809710547327995,0.03099745512008667
Correct 0.04827378690242767,0.018007347360253334,0.33152249455451965,0.09840404987335205
Wrong 0.06476940214633942,0.10538594424724579,0.20052200555801392,0.10384996235370636
Correct 0.023438215255737305,0.01564004085958004,0.13197973370552063,0.02748063951730728,0.022559601813554764,0.07602045685052872,0.025948550552129745
Correct 0.026156269013881683,0.2155476212501526,0.03408459573984146,0.0392947643995285,0.07920905947685242,0.10298072546720505
Correct 0.14053073525428772,0.09080824255943298,0.2617497742176056
Correct 0.039637595415115356,0.05636351555585861,0.0724165290594101,0.031927429139614105,0.028793666511774063,0.026736626401543617,0.07921624928712845
Correct 0.018035557121038437,0.014567248523235321,0.015509949997067451,0.028548642992973328,0.01600448228418827,0.19161613285541534
Wrong 0.09342673420906067,0.05057041347026825,0.10392256081104279,0.18207573890686035
Wrong 0.03595125302672386,0.028333336114883423,0.03084029257297516,0.1244676411151886,0.017802033573389053,0.08312155306339264
Correct 0.02669982612133026,0.015398616902530193,0.016450121998786926,0.15079329907894135,0.2303197830915451
Correct 0.04933830350637436,0.03513863682746887,0.03337929770350456,0.32815608382225037,0.08678431063890457
Wrong 0.05641550570726395,0.08611276745796204,0.06716728210449219,0.14903977513313293,0.08832663297653198
Correct 0.08265514671802521,0.2595183849334717,0.05902431905269623,0.1291404515504837
Correct 0.038773342967033386,0.014672968536615372,0.021896010264754295,0.04666611924767494,0.16126616299152374
Wrong 0.06588277965784073,0.06992928683757782,0.042833633720874786,0.04509932920336723,0.03194228559732437,0.06682401895523071
Wrong 0.014738673344254494,0.013367957435548306,0.01593118906021118,0.13147692382335663,0.03788593038916588
Correct 0.021885428577661514,0.06214039772748947,0.03719977289438248,0.03892376273870468,0.06537764519453049
Wrong 0.05322415381669998,0.14924567937850952,0.050168365240097046,0.07263435423374176
Wrong 0.10802602767944336,0.0360693484544754,0.07602517306804657,0.018132321536540985,0.026870980858802795
Correct 0.0219876691699028,0.012666252441704273,0.01962488330900669,0.018043488264083862,0.023332389071583748,0.019678819924592972,0.05528312176465988,0.0213288776576519,0.03324095904827118
Wrong 0.05747964233160019,0.08256445825099945,0.029116421937942505,0.04859819635748863,0.015064824372529984,0.0399177223443985,0.036154959350824356
Wrong 0.03817722946405411,0.0939708948135376,0.08174404501914978,0.04990850016474724,0.06294049322605133
Correct 0.03482738882303238,0.03592945635318756,0.41044777631759644
Correct 0.03223440796136856,0.07083643227815628,0.018952641636133194,0.047253258526325226,0.01292593777179718,0.010018406435847282,0.028700966387987137
Wrong 0.1501455307006836,0.1493569016456604,0.1280328780412674
Correct 0.21019169688224792,0.15184235572814941
Wrong 0.10737483948469162,0.10419847816228867,0.07897640019655228,0.10997315496206284
Wrong 0.03210835158824921,0.02012561447918415,0.06209162622690201,0.02623647078871727,0.04974794015288353,0.05013097822666168,0.04587489366531372
Wrong 0.025965623557567596,0.1308247298002243,0.3034483790397644,0.0808912068605423
Wrong 0.04979515075683594,0.06444622576236725,0.03689685836434364,0.11688464134931564,0.15080100297927856
Correct 0.051130976527929306,0.09134581685066223,0.03769087418913841,0.120951808989048,0.12201914936304092
Wrong 0.03315025195479393,0.24086803197860718,0.043703727424144745,0.08203175663948059
Wrong 0.04939550533890724,0.023792482912540436,0.03906566649675369,0.04359623044729233,0.1781826615333557
Correct 0.17651787400245667,0.10710315406322479
Correct 0.04217047244310379,0.20919126272201538,0.08963978290557861
Correct 0.08070780336856842,0.206406831741333,0.044041991233825684
Correct 0.13521096110343933,0.10031235218048096,0.2507578730583191
Wrong 0.08231697976589203,0.06998647004365921,0.23701918125152588,0.06744030863046646
Correct 0.17266365885734558,0.018678851425647736,0.021891403943300247,0.032676368951797485,0.01689828932285309,0.01679941453039646,0.04317503422498703,0.0260220468044281
Wrong 0.03152169659733772,0.06328258663415909,0.021863814443349838,0.07661402225494385,0.0274951308965683,0.08676702529191971
Wrong 0.06164567172527313,0.021809788420796394,0.02557557448744774,0.06911192089319229,0.04813643544912338,0.07108230888843536
Wrong 0.04096382111310959,0.08285745233297348,0.036181144416332245,0.05392828583717346,0.07667312771081924
Wrong 0.08742339164018631,0.05682652071118355,0.10593455284833908,0.3208654522895813
Wrong 0.13904961943626404,0.25720539689064026
Wrong 0.027983559295535088,0.01744530349969864,0.00855011772364378,0.026044871658086777,0.04765777289867401,0.06421346217393875,0.011255565099418163,0.00838647224009037,0.015621202997863293
Correct 0.04223526269197464,0.018503136932849884,0.026868786662817,0.0918806791305542,0.021504808217287064,0.02267179638147354,0.02383008599281311
Wrong 0.03629031777381897,0.028635138645768166,0.05626770853996277,0.18338844180107117,0.016884779557585716,0.013879165053367615,0.02334408462047577
Correct 0.08898300677537918,0.03565587103366852,0.03647080063819885,0.25707149505615234
Wrong 0.056028373539447784,0.05129214748740196,0.039361871778964996,0.04469361528754234,0.04843961074948311
Correct 0.06187545508146286,0.09784004837274551,0.02616114541888237,0.03446551039814949,0.025548100471496582,0.05535438656806946
Correct 0.026161938905715942,0.013441012240946293,0.02433350868523121,0.0330655500292778,0.017789550125598907,0.02069067396223545,0.14381107687950134,0.034503668546676636,0.017683498561382294,0.00864724162966013
Correct 0.033326443284749985,0.01523252110928297,0.02742522768676281,0.11723361909389496,0.038073185831308365,0.013402337208390236,0.007465370465070009,0.03391600400209427
Correct 0.056301482021808624,0.030845636501908302,0.07756249606609344,0.15496687591075897,0.17550265789031982
Wrong 0.042446911334991455,0.05752074718475342,0.03406712785363197,0.07282014191150665,0.14818653464317322
Correct 0.07887361943721771,0.14871659874916077,0.04034259915351868,0.03861279785633087,0.05890917032957077
Wrong 0.05560208484530449,0.047867827117443085,0.06420823186635971,0.11875998228788376,0.03441895171999931,0.07057453691959381
Wrong 0.11847904324531555,0.11087337881326675,0.25003373622894287
Correct 0.010840801522135735,0.002085295505821705,0.004670118913054466,0.005000638775527477,0.03816913813352585,0.008487149141728878,0.0036625810898840427,0.004829393699765205,0.015186747536063194
Wrong 0.05608182027935982,0.03571898862719536,0.0460825078189373,0.14265963435173035,0.07802743464708328
Wrong 0.07048902660608292,0.04585672914981842,0.08141545951366425,0.3711766302585602
Correct 0.13642120361328125,0.04695403575897217,0.061396628618240356,0.08437995612621307
Correct 0.0233477633446455,0.04302692413330078,0.033096473664045334,0.07771851867437363,0.22535158693790436
Correct 0.06512303650379181,0.017629368230700493,0.026211287826299667,0.18767231702804565,0.12010292708873749
Correct 0.1794288158416748,0.15601731836795807,0.1395159512758255
Correct 0.035071633756160736,0.10573947429656982,0.028934920206665993,0.3289596140384674
Wrong 0.1279514729976654,0.13015177845954895,0.0859806090593338,0.14830723404884338
Wrong 0.04023005813360214,0.05269379913806915,0.08828331530094147,0.023447003215551376,0.03893352299928665
Correct 0.011301648803055286,0.008579663932323456,0.0046302685514092445,0.009312527254223824,0.014900369569659233
Correct 0.03275752067565918,0.014800012111663818,0.03339235857129097,0.015305784530937672,0.046138182282447815
Wrong 0.07137618958950043,0.02706202119588852,0.02452830970287323,0.051016129553318024,0.10393031686544418
Wrong 0.07927866280078888,0.05268343538045883,0.026945995166897774,0.15124379098415375,0.08465508371591568
Correct 0.03835514560341835,0.018905606120824814,0.0723627433180809,0.040470000356435776,0.020051274448633194,0.04819469153881073
Wrong 0.023441800847649574,0.3699148893356323,0.009822926484048367,0.029143229126930237
Wrong 0.1951027512550354,0.10887745767831802,0.04173707216978073,0.1468377560377121
Wrong 0.03817003592848778,0.21278811991214752,0.09327630698680878,0.11085567623376846
Wrong 0.02784440480172634,0.030314408242702484,0.04156291484832764,0.09725675731897354,0.04127488285303116
Wrong 0.07212401181459427,0.04233985021710396,0.16387483477592468,0.2634453773498535
Wrong 0.08680902421474457,0.10543286055326462,0.1661241203546524,0.21199901401996613
Wrong 0.019790489226579666,0.007425475865602493,0.03229941427707672,0.019135158509016037,0.11991194635629654,0.08817158639431,0.011872541159391403
