grade confidence_levels
Correct 4.004396915435791,0.13210758566856384,1.4646563529968262,2.8233959674835205,0.6384850740432739,1.4495062828063965,2.3240456581115723,6.328603267669678,26.703136444091797,3.7045135498046875,1.025559663772583,6.539180755615234
Wrong 4.144941806793213,0.5838418006896973,22.2812557220459,6.789148807525635,15.43753433227539,11.773467063903809
Wrong 5.8127970695495605,2.2339863777160645,24.25000762939453
Wrong 17.42194175720215,19.346878051757812,17.625110626220703,3.8584091663360596,2.70723557472229
Wrong 4.36767053604126,18.969493865966797,22.125019073486328
Wrong 7.472820281982422,0.6310662627220154,10.742294311523438,6.230831623077393,22.421920776367188,8.28938102722168,13.054872512817383
Wrong 14.921916007995605,24.969079971313477
Correct 4.851918697357178,1.8760563135147095,25.31250762939453,7.5000457763671875
Wrong 21.843769073486328,7.375543117523193,10.992268562316895,8.617278099060059,7.871217727661133,8.476668357849121,9.570616722106934,7.4767560958862305,15.218809127807617
Wrong 25.968751907348633,4.313930511474609,3.60188364982605,4.629189968109131
Correct 5.019681453704834,4.305614471435547,8.15627670288086,27.578126907348633
Wrong 17.281381607055664,6.739952564239502,6.207721710205078,13.039199829101562,8.109862327575684,18.359426498413086,12.492425918579102
Correct 26.437501907348633,3.0056843757629395,3.4907028675079346,4.6330132484436035
Correct 16.45319175720215,14.708609580993652
Wrong 6.351927757263184,6.810384273529053,7.718838214874268,6.656384468078613,4.6645731925964355,5.031692028045654,23.796913146972656
Correct 5.390816688537598,3.1656668186187744,24.531261444091797,11.765647888183594
Wrong 12.820508003234863,19.68960189819336,19.312570571899414,10.96891975402832
Correct 5.504382610321045,23.422500610351562,15.53908920288086,6.445561408996582
Wrong 6.08334493637085,19.18920135498047,11.265983581542969,9.813041687011719,7.352006912231445
Correct 5.851639270782471,3.117058038711548,5.035348892211914,8.078173637390137,26.593753814697266
Correct 6.691969394683838,24.29709243774414,12.375035285949707,6.824319839477539,5.8634934425354
Wrong 26.5625057220459,2.280639410018921,3.020902156829834
Correct 4.824653148651123,1.292953372001648,3.342989683151245,5.254274845123291,3.165369987487793,3.823627471923828,5.528061389923096,21.015783309936523,19.01567268371582,7.153794765472412
Wrong 5.481380462646484,20.922765731811523,8.703500747680664,6.149110794067383,4.555394649505615,4.426605224609375
Wrong 5.566539287567139,0.6632987856864929,2.954716920852661,3.9071688652038574,26.781265258789062,4.4028215408325195,4.039663791656494,2.480403184890747,10.921923637390137
Correct 6.633281230926514,22.43783187866211,11.257862091064453,6.496400356292725,5.8205037117004395,4.9499053955078125
Wrong 15.015639305114746,1.6221692562103271,6.359635353088379,7.957117557525635,24.984390258789062
Wrong 5.902751445770264,0.03688791021704674,8.640706062316895,4.35564661026001,7.062647819519043,26.53125762939453
Wrong 13.234619140625,13.543866157531738,13.703368186950684,11.891128540039062,3.7003347873687744,3.4411237239837646,6.2299323081970215
Wrong 25.984378814697266,3.219036340713501,7.234532833099365,4.707248210906982
Correct 26.343751907348633,4.762866973876953,4.488559246063232
Correct 23.843765258789062,5.418997764587402,8.55483627319336,5.644828796386719,20.32813835144043
Wrong 25.250003814697266,3.298715829849243,4.336421012878418
Wrong 8.273664474487305,4.363748550415039,12.72661304473877,5.637007236480713,4.023911476135254,3.190516471862793,5.984672546386719,13.945540428161621,18.109477996826172,18.8283634185791
Correct 6.250717639923096,24.453731536865234,11.289145469665527,4.754511833190918
Correct 24.468753814697266,4.408718109130859,16.984390258789062,6.8790364265441895
Wrong 7.082154273986816,1.1713837385177612,4.457280158996582,5.9571146965026855,8.117254257202148,25.937503814697266
Wrong 4.6607866287231445,2.599302291870117,7.437613010406494,26.4843807220459
Correct 19.093780517578125,19.172861099243164,17.18754005432129,7.250155448913574
Wrong 4.840419769287109,0.24951064586639404,3.6353182792663574,3.602236032485962,12.23448657989502,23.26568031311035,13.398514747619629,7.4378509521484375,14.851698875427246
Wrong 5.414427757263184,3.4873805046081543,4.500612735748291,4.89085578918457,16.421903610229492,24.17188835144043
Wrong 25.906251907348633,4.000245571136475,7.921926021575928,6.687561988830566,6.093832015991211
Wrong 28.562501907348633,3.5820953845977783,3.1997179985046387,4.961080074310303,3.246389389038086
Wrong 7.672317981719971,18.407011032104492,21.609397888183594,6.429881572723389
Wrong 15.734466552734375,4.7474045753479,21.296918869018555,9.586199760437012,11.343916893005371,9.03945541381836
Wrong 22.578142166137695,3.908933639526367,20.312524795532227,3.670407295227051,1.9679334163665771,1.617774248123169,3.3876750469207764
Wrong 10.96912670135498,3.051143169403076,13.093971252441406,9.375447273254395,20.67198371887207,7.1380486488342285,10.657194137573242
Wrong 7.215162754058838,24.3596248626709
Wrong 9.781378746032715,2.647369861602783,23.250003814697266,6.269619941711426,6.054853916168213,4.605693817138672
Correct 5.922130584716797,2.0700693130493164,5.328284740447998,26.4531307220459
Correct 23.156267166137695,7.934959888458252,13.632842063903809,13.984396934509277
Wrong 5.558836460113525,3.106346845626831,6.125150203704834,5.965033054351807,24.296890258789062,5.4652419090271,17.140710830688477,7.500170707702637
Wrong 7.09409236907959,13.205202102661133,11.3047513961792,8.672026634216309,25.92188835144043,6.484889984130859
Correct 7.398663520812988,2.518491744995117,10.125138282775879,12.804731369018555,22.906265258789062
Wrong 4.516429901123047,-0.4171201288700104,4.617868900299072,5.867377281188965,9.078414916992188,25.421918869018555,11.04720687866211
Correct 23.453140258789062,4.866242408752441,4.637153625488281,4.937969207763672,4.348050117492676
Correct 6.691493988037109,2.9845752716064453,24.937503814697266
Correct 4.519834041595459,1.8657021522521973,26.312503814697266,11.343762397766113
Wrong 6.941648960113525,3.2529592514038086,18.234420776367188,12.898513793945312,9.50795841217041,5.937767505645752,15.148843765258789,5.351967811584473,14.250076293945312
Wrong 26.20313262939453,4.721928596496582,3.141446113586426,3.242885112762451,10.789113998413086,3.381718873977661,2.9209067821502686,2.2223739624023438
Wrong 9.594229698181152,22.407306671142578,11.109528541564941,5.988609790802002,3.7218637466430664
Wrong 6.403090476989746,6.033198833465576,8.266033172607422,4.465877056121826,4.496973514556885,5.102797985076904,19.43761444091797,8.314762115478516,18.5313720703125,5.423926830291748,8.266640663146973
Correct 6.277535915374756,4.90098237991333,12.55472183227539,25.250009536743164
Correct 12.77346420288086,5.392914772033691,23.18750762939453
Correct 7.356051445007324,10.796126365661621,23.171899795532227,7.785384178161621,10.570469856262207
Wrong 14.593793869018555,4.854509353637695,15.093789100646973,20.062532424926758
Correct 4.274181365966797,1.1455121040344238,11.882898330688477,25.78127098083496,6.426136016845703,3.2892560958862305
Wrong 26.500003814697266,2.8498716354370117,2.916529893875122,4.390808582305908,6.523487091064453,3.8499906063079834,3.53767466545105
Wrong 6.640649318695068,3.5458056926727295,5.382900238037109,8.09377670288086,26.609376907348633
Wrong 16.18757438659668,17.6898250579834,15.539144515991211
Correct 5.317612648010254,0.19908158481121063,2.2233469486236572,4.242814064025879,4.462409973144531,23.31253433227539,5.888368129730225,6.00131893157959
Correct 16.047016143798828,15.452515602111816
Wrong 15.593847274780273,12.268024444580078,12.859519958496094,9.633312225341797,7.363622188568115,10.055353164672852
Wrong 10.187660217285156,1.8371132612228394,6.679882049560547,3.9379663467407227,1.3549513816833496,2.2551379203796387,3.0247178077697754,2.981374979019165,13.320459365844727,6.91063928604126,22.703283309936523
Wrong 4.6020636558532715,0.37378770112991333,20.984434127807617,13.12507438659668,20.734466552734375
Wrong 5.820400714874268,2.473325729370117,6.015971660614014,5.637142181396484,26.015634536743164,6.2541279792785645,5.152843952178955
Wrong 7.109562397003174,26.468795776367188,6.273542881011963,6.777411460876465,4.613399982452393
Wrong 5.2892045974731445,3.508455276489258,24.484378814697266,8.156286239624023,6.421976089477539
Wrong 25.375009536743164,3.210167169570923,3.9203243255615234,4.914314270019531,2.6921653747558594,4.312829971313477
Wrong 21.562503814697266,3.5014853477478027,7.468825340270996,6.42194128036499,3.24646258354187,5.222846984863281,20.78128433227539,5.33613395690918,10.445391654968262
Correct 24.89064598083496,13.360754013061523,4.548028469085693,3.3632583618164062,2.759111166000366,2.7028887271881104,3.384610414505005
Correct 5.567699432373047,18.7050838470459,18.15630340576172,7.172658443450928,6.1294026374816895,2.9940390586853027
Correct 21.781280517578125,16.610742568969727,13.890661239624023,6.234573841094971
Wrong 7.2932963371276855,3.661957263946533,13.343829154968262,13.16415786743164,22.48443031311035
Wrong 17.968778610229492,3.961988687515259,20.750030517578125,14.50786304473877
Wrong 23.578157424926758,13.599724769592285,6.352145195007324,3.8894176483154297,3.817263603210449
Wrong 6.3835248947143555,24.000280380249023,4.055717945098877,6.070686340332031,5.590206623077393,4.922633171081543,4.356349945068359,5.766638278961182
Wrong 16.500038146972656,2.1099467277526855,5.859535217285156,26.5781307220459,5.48851203918457
Wrong 20.906291961669922,6.651877403259277,13.265687942504883,12.211063385009766,16.984418869018555
Correct 23.12502098083496,11.050115585327148,18.343793869018555
Wrong 16.531293869018555,8.340742111206055,17.171918869018555,13.531314849853516,14.867241859436035,7.891146659851074,18.10948944091797
Correct 25.3281307220459,6.353219985961914,3.3483471870422363,4.08643102645874,2.3681085109710693
Wrong 11.937630653381348,18.641733169555664,16.87505340576172,20.14067840576172,5.78950309753418,2.7984325885772705,5.079739093780518,5.629930019378662
Wrong 15.320446014404297,6.916141986846924,17.500064849853516,14.336076736450195,17.343860626220703,5.606755256652832
Wrong 19.328157424926758,6.716910362243652,19.765655517578125,16.359403610229492,5.504514217376709
Wrong 5.644833564758301,8.004436492919922,23.21877098083496,7.074419021606445
Wrong 7.234537124633789,2.8131067752838135,4.586071491241455,27.375001907348633
Wrong 4.32499885559082,1.5930317640304565,2.9499175548553467,3.642974376678467,8.812618255615234,25.843765258789062,7.390922546386719,4.54742956161499,11.234537124633789
Wrong 5.660274982452393,3.9262895584106445,24.984378814697266,9.617208480834961
Wrong 27.171876907348633,3.523799419403076,3.7639715671539307,5.183680057525635
Wrong 5.824267864227295,2.8396899700164795,3.996351480484009,8.429716110229492,26.718753814697266,6.4767303466796875
Correct 4.488433361053467,2.6347556114196777,7.191429138183594,28.187501907348633
Wrong 9.101733207702637,2.867302894592285,23.046894073486328,12.148506164550781,4.820886611938477,3.082808256149292,5.2397871017456055
Wrong 5.996347427368164,6.5366902351379395,4.12930154800415,26.312509536743164,10.843859672546387
Wrong 5.015751838684082,3.5357155799865723,24.8906307220459,12.45313835144043
Correct 14.156290054321289,8.955451011657715,13.914095878601074,22.79688835144043,11.882865905761719
Correct 4.730918884277344,1.6624292135238647,3.7799525260925293,6.347843170166016,2.739285707473755,4.426448345184326,22.344072341918945,5.254669666290283,13.461020469665527,4.467738628387451
Correct 23.76564598083496,8.754158973693848,17.906282424926758,12.054781913757324,10.617244720458984
Correct 4.582310199737549,2.203284502029419,26.375001907348633,6.175839424133301,14.187512397766113
Wrong 6.676418781280518,16.876562118530273,16.922006607055664,10.31280517578125,9.26618766784668,4.810083866119385
Correct 6.199282169342041,1.8742963075637817,4.148581504821777,5.406302452087402,2.350189685821533,3.640822649002075,4.45713996887207,4.461071014404297,13.585954666137695,25.687517166137695
Wrong 10.797050476074219,4.035337448120117,10.453202247619629,24.32815170288086
Wrong 5.859655857086182,1.1034224033355713,22.89065170288086,5.062975883483887,5.652639865875244,6.207228660583496,8.929991722106934,9.38308048248291
Wrong 24.156278610229492,2.779865264892578,2.037342071533203,2.753459930419922
Wrong 6.828155994415283,1.1680405139923096,7.343822479248047,7.101641654968262,26.1718807220459,9.359448432922363
Wrong 17.73438262939453,2.2845511436462402,5.4965128898620605,7.125082492828369,21.125011444091797,3.674417734146118
Wrong 10.68757152557373,2.331289291381836,8.593810081481934,5.418065071105957,2.9751763343811035,4.734661102294922,24.12505340576172
Correct 8.49236011505127,24.265758514404297,9.523497581481934
Correct 13.398591041564941,5.84791898727417,8.047940254211426,12.906426429748535,6.747025012969971,6.708488941192627,9.57931137084961,7.388916492462158
Wrong 4.626176357269287,10.089829444885254,21.937538146972656,7.719046115875244,11.015711784362793
Wrong 5.324336528778076,2.411566734313965,24.7812557220459,12.93751049041748
Wrong 6.735434532165527,11.254240989685059,15.703272819519043,19.828201293945312
Wrong 27.359376907348633,3.3911077976226807,8.29691219329834,6.42972469329834
Wrong 7.129806995391846,18.752805709838867,10.98460578918457,6.617699146270752,6.832651615142822,4.040718078613281,18.078502655029297
Wrong 5.562643051147461,3.1922500133514404,24.484378814697266,7.109421253204346,5.609477996826172
Wrong 5.922080993652344,2.8895249366760254,7.207062721252441,28.796876907348633,6.769619941711426
Correct 27.031251907348633,2.186293601989746
Wrong 6.88309907913208,13.579130172729492,10.98459529876709,11.265707969665527,16.76565933227539,19.750051498413086
Wrong 21.703166961669922,3.1513330936431885,4.051909923553467,5.89097261428833,6.176168918609619,17.15629768371582
Wrong 5.726717948913574,0.7235094904899597,3.7736449241638184,4.406347751617432,7.480531692504883,27.046876907348633,5.38694953918457
Wrong 17.76563262939453,6.224026203155518,22.984384536743164,6.785383224487305
Wrong 5.715099334716797,2.0601961612701416,8.554801940917969,7.258020401000977,23.656274795532227,15.890656471252441
Wrong 5.445568084716797,1.8573486804962158,7.086041450500488,28.078128814697266
Correct 5.215897560119629,14.760705947875977,21.703176498413086,4.489099025726318,3.4775443077087402
Correct 5.1720709800720215,3.4451003074645996,24.8125057220459,6.953172206878662,5.660297870635986
Wrong 5.390830039978027,3.123145580291748,26.000003814697266,8.140653610229492
Wrong 6.215106964111328,5.444866180419922,23.79688835144043
Correct 6.300831317901611,2.934948205947876,5.187872886657715,7.070418834686279,27.07813262939453
Wrong 9.656618118286133,7.824042797088623,14.062579154968262,24.453157424926758,5.809459686279297
Wrong 26.734376907348633,3.463144063949585,3.5946438312530518,4.390900611877441
Wrong 3.8577961921691895,2.170687437057495,25.171884536743164,6.593809127807617
Correct 14.390658378601074,3.5690300464630127,14.32815933227539,22.093759536743164,4.848028659820557
Correct 4.97298002243042,0.3106982409954071,3.5767648220062256,5.199350357055664,5.945558547973633,24.95313835144043,6.199869632720947,6.1800856590271
Wrong 7.473060607910156,14.302108764648438,17.390661239624023,10.70333194732666,10.343924522399902,12.016162872314453
Wrong 4.852187156677246,5.148256301879883,11.046936988830566,26.546890258789062
Wrong 6.85597562789917,23.890962600708008,11.882892608642578
Wrong 26.468751907348633,3.03336763381958,5.140707015991211,4.168148517608643,2.8732705116271973
Wrong 27.500001907348633,3.8703219890594482,3.9826765060424805
Wrong 6.3399658203125,2.286350727081299,6.9883623123168945,22.843753814697266,22.0625057220459
Correct 20.687515258789062,22.562801361083984
Wrong 24.171890258789062,3.8068602085113525,10.15634536743164,7.500104904174805,12.726606369018555
Wrong 27.765626907348633,3.4507644176483154,3.50242280960083,4.449552536010742
Wrong 5.929964542388916,14.29744815826416,20.203140258789062,22.171890258789062
Correct 4.6329755783081055,4.3187947273254395,25.640628814697266
Wrong 24.7187557220459,5.826326847076416,9.906317710876465,5.910364151000977
Correct 22.546905517578125,15.07059097290039,12.984417915344238,15.429726600646973
Correct 23.01564598083496,4.331974983215332,7.301054954528809,17.187515258789062,12.085979461669922
Wrong 8.18800163269043,1.3618361949920654,14.265689849853516,17.718788146972656,6.223395824432373,18.046905517578125,6.508787631988525
Wrong 5.509761810302734,6.579803943634033,17.140939712524414,7.981957912445068,4.968480110168457,9.305973052978516,7.779404640197754
Wrong 6.9142656326293945,25.781391143798828,5.351861476898193,5.894695281982422
Correct 7.840147972106934,11.470240592956543,17.593767166137695,23.015642166137695
Wrong 7.562748908996582,14.766641616821289,7.840021133422852,7.109560966491699,23.078170776367188,6.535469055175781,6.480915546417236
Correct 5.340182781219482,1.73573899269104,6.386834144592285,9.828156471252441,12.359435081481934,25.48438262939453
Correct 11.398528099060059,8.182917594909668,22.078184127807617
Wrong 6.777584552764893,2.2840535640716553,7.019692897796631,6.593843936920166,4.422373294830322,4.352027416229248,22.46884536743164
Wrong 22.531288146972656,7.576150894165039,9.484637260437012,4.415030479431152,3.0477962493896484,3.205232858657837
Wrong 22.421907424926758,7.53679895401001,14.015679359436035,16.06252670288086
Wrong 6.7470831871032715,17.550392150878906,9.352022171020508,8.68021297454834,9.187807083129883,9.923099517822266
Wrong 6.29347562789917,20.767091751098633,16.343793869018555,6.801217555999756,7.570677280426025
Wrong 5.301692008972168,16.253599166870117,21.515666961669922,15.031329154968262,6.457923412322998
Wrong 3.7604732513427734,2.2338366508483887,23.859479904174805,6.360007286071777,5.701147556304932
Wrong 17.171920776367188,20.4390869140625,15.296934127807617,8.281416893005371
Wrong 25.125009536743164,3.7620255947113037,4.922199249267578,10.125032424926758,13.023455619812012
Wrong 17.000064849853516,16.221689224243164,20.10941505432129,5.887012958526611,7.633134365081787,7.137031078338623
Wrong 25.23440170288086,15.837763786315918,4.141318321228027,3.668755054473877,3.7681243419647217
Correct 21.12502098083496,4.721158027648926,18.765644073486328,7.0196533203125,3.863633155822754
Correct 22.343767166137695,2.4091343879699707,12.546960830688477,5.347965240478516
Correct 5.23472785949707,2.613647222518921,11.0859956741333,24.046894073486328,15.25005054473877
Wrong 10.328426361083984,9.031563758850098,15.148542404174805,9.305047988891602,20.328205108642578,6.692133903503418,8.65730094909668,4.572287082672119,13.828263282775879
Wrong 11.156402587890625,5.061893939971924,21.07816505432129,9.937646865844727,4.676309108734131,4.145350933074951,9.399514198303223
Correct 17.671911239624023,3.47137188911438,22.843765258789062,6.109663963317871,4.3559041023254395
Wrong 5.723039627075195,26.18756103515625,10.148476600646973
Wrong 4.180300235748291,1.693422555923462,23.609399795532227,8.281330108642578,6.316592693328857,4.4576640129089355,6.020693302154541
Wrong 6.9727935791015625,2.9736671447753906,25.062503814697266
Wrong 27.875001907348633,3.4425923824310303
Wrong 25.4375057220459,4.085124969482422,6.015815734863281,11.500016212463379
Wrong 15.984675407409668,9.551633834838867,10.687976837158203,12.969013214111328,7.639036655426025,8.594452857971191,16.328737258911133
Correct 17.265653610229492,2.9140753746032715,21.921892166137695,15.414082527160645
Wrong 5.7934393882751465,22.437868118286133,17.54689598083496,9.242264747619629,6.523794651031494
Wrong 22.60942840576172,6.599401950836182,14.242254257202148,7.414272785186768,5.860121250152588
Correct 5.829614639282227,3.31823992729187,20.48448371887207,12.078508377075195
Wrong 9.711162567138672,2.6735682487487793,11.492297172546387,23.54690170288086,6.254275798797607
Correct 26.859378814697266,7.971099376678467
Wrong 26.203128814697266,5.079268932342529,3.918219804763794
Wrong 7.472972869873047,20.469682693481445,14.210959434509277
Correct 8.039401054382324,24.953292846679688,4.578810214996338
Wrong 14.835960388183594,4.711217403411865,22.906259536743164,13.531272888183594
Wrong 4.247111797332764,-0.7762573957443237,2.5928502082824707,2.742849826812744,4.742869853973389,25.109407424926758,7.8955254554748535,5.930266380310059
Wrong 7.508086681365967,22.547319412231445,13.7422456741333,9.375146865844727,11.672003746032715,14.47661018371582
Wrong 23.062515258789062,2.885769844055176,6.746263027191162,8.523500442504883,6.363600730895996,3.8286592960357666
Wrong 23.343765258789062,10.91809368133545,6.406538009643555,4.309160232543945,11.281316757202148
Wrong 5.988705635070801,1.258552074432373,4.340074062347412,28.375001907348633
Wrong 27.890628814697266,11.111318588256836
Wrong 4.571417808532715,-1.1037925481796265,2.612888813018799,2.712024450302124,4.3448286056518555,25.375051498413086,11.336318969726562,4.189192771911621,9.906694412231445
Wrong 16.34381675720215,5.816099166870117,18.390674591064453,17.250072479248047,5.348998069763184,5.2277727127075195,8.360512733459473
Wrong 6.7624101638793945,2.6712563037872314,10.601802825927734,14.929755210876465,19.515708923339844,14.875092506408691,15.203313827514648
Wrong 6.539251804351807,24.50020980834961,11.21879768371582,6.086214065551758
Wrong 5.988497734069824,3.278109550476074,17.46876335144043,14.148451805114746,23.12502098083496
Wrong 5.7972092628479,1.8870402574539185,4.312753200531006,28.390628814697266,7.437656879425049,4.773968696594238
Wrong 3.961745023727417,-0.2217884659767151,2.088013172149658,3.6003222465515137,1.3355507850646973,11.820392608642578,22.078330993652344,6.973396301269531,8.937829971313477,2.3609774112701416
Wrong 6.1465535163879395,1.9543005228042603,17.59392738342285,15.812797546386719,8.41516399383545,16.062808990478516,9.502724647521973,5.476058483123779
Wrong 6.0938029289245605,2.4780304431915283,5.23458194732666,9.250028610229492,27.562501907348633
Wrong 9.781380653381348,6.505423545837402,20.828142166137695,16.625024795532227,21.95315170288086
Wrong 12.890679359436035,3.8628716468811035,11.101696014404297,19.375036239624023,16.953157424926758
Correct 6.328604698181152,3.73088002204895,22.82814598083496,7.644684791564941,7.504215240478516,4.309474468231201
Wrong 25.0625057220459,3.1472535133361816,4.730793476104736
Wrong 6.465692043304443,18.173320770263672,8.266258239746094,7.145053863525391,6.477149486541748,4.6656928062438965,6.2271857261657715,6.045969009399414,17.703262329101562
Correct 8.023794174194336,21.422481536865234,8.289301872253418,7.785360336303711,19.515647888183594
Correct 25.625009536743164,2.488041639328003,3.0754058361053467,3.7719857692718506
Wrong 5.71501350402832,3.0529284477233887,9.398467063903809,28.031253814697266
Correct 24.828142166137695,6.897714614868164,12.039131164550781,6.2112579345703125,4.441754341125488
Wrong 9.687581062316895,1.8632102012634277,3.495511293411255,6.820444107055664,25.468765258789062
Correct 7.715086460113525,23.93784523010254,17.312538146972656
Wrong 25.828128814697266,4.8420090675354,13.125020027160645,8.515679359436035
Wrong 27.468751907348633,4.374802589416504,7.304767608642578,4.547055721282959
Wrong 25.796876907348633,3.6362273693084717,6.464930534362793,8.070334434509277,4.148601531982422
Wrong 12.570435523986816,19.157575607299805,14.250075340270996,7.078489780426025,5.910736083984375
Wrong 4.164941787719727,3.7327675819396973,23.031274795532227,6.426104545593262,3.403580904006958
Wrong 8.414355278015137,2.8035335540771484,6.961278438568115,17.781286239624023,20.390655517578125
Wrong 5.707450866699219,16.266374588012695,8.281439781188965,24.562519073486328,12.921967506408691
Wrong 5.246208667755127,1.5261225700378418,3.8228302001953125,5.398624420166016,26.79688262939453,6.593968868255615
Wrong 23.218799591064453,3.1578495502471924,16.906312942504883,11.515710830688477
Wrong 5.4183125495910645,9.58752727508545,19.890661239624023,23.031261444091797
Wrong 8.867560386657715,19.98540687561035,13.75006103515625,6.586731433868408
Wrong 24.37502098083496,8.965347290039062,3.544153928756714,3.153510093688965,3.6452364921569824
Wrong 27.703128814697266,3.031451463699341,4.1449689865112305,3.6683497428894043
Wrong 5.441603660583496,3.1172425746917725,5.171985626220703,28.203126907348633
Wrong 12.617227554321289,2.7448506355285645,24.250003814697266,5.597757339477539,2.22721266746521,3.5744807720184326,4.613698959350586
Wrong 11.820335388183594,3.923062324523926,23.109384536743164,6.476634979248047
Correct 5.876489639282227,20.127962112426758,11.063055992126465,8.798050880432129,15.867412567138672
Wrong 5.471060752868652,2.1624763011932373,20.90634536743164,8.446045875549316,3.5256121158599854,2.5708601474761963,6.4316816329956055,5.486971855163574
Wrong 6.344351291656494,2.452657699584961,21.968769073486328,5.648719310760498,3.2857930660247803,3.609950065612793,10.002666473388672
Wrong 7.367607116699219,2.1630280017852783,14.961003303527832,18.093793869018555,11.492380142211914,19.50006866455078
Wrong 6.156571388244629,2.1857733726501465,7.1016693115234375,26.01563262939453,4.9496612548828125,4.149413108825684,3.984151601791382,3.3589959144592285
Wrong 11.195899963378906,13.977996826171875,16.875226974487305,11.305370330810547,4.173430442810059,3.3588998317718506,8.806465148925781,4.559162616729736
Wrong 24.406259536743164,3.6932036876678467,2.8754684925079346,4.9181413650512695,4.8868536949157715,9.429841995239258
Wrong 4.727108478546143,11.228446960449219,25.296894073486328,7.043074131011963,10.890735626220703
Wrong 7.46885347366333,6.3852057456970215,13.726582527160645,10.38284969329834,23.609394073486328,7.3322319984436035
Correct 5.972728252410889,1.0643795728683472,2.800107955932617,5.031588554382324,26.109384536743164,5.957492828369141,9.398550033569336,6.344340801239014
Wrong 23.000045776367188,3.5486180782318115,9.945473670959473,5.332433700561523
Wrong 17.812660217285156,3.335913896560669,14.812728881835938,6.731369972229004,12.484550476074219,3.2792460918426514,7.333807945251465
Wrong 7.289353847503662,1.7561527490615845,16.375036239624023,14.273493766784668,17.968788146972656,4.738874435424805,5.668776035308838,9.97674560546875
Wrong 10.015716552734375,3.4411792755126953,23.34377098083496,7.5353193283081055
Wrong 6.0665364265441895,1.89864981174469,5.18790864944458,8.789142608642578,26.89063835144043,6.363709449768066,6.016176223754883
Wrong 11.882896423339844,9.286734580993652,23.01564598083496,9.343870162963867
Wrong 6.1291327476501465,27.171945571899414,9.671920776367188
Wrong 5.563317775726318,21.673728942871094,16.046960830688477,5.005105972290039,5.520055770874023,4.504847049713135
Wrong 4.719184875488281,1.628464698791504,9.711002349853516,6.484603404998779,25.17188262939453,9.757990837097168
Wrong 8.445499420166016,2.7613251209259033,24.515636444091797,4.558889389038086,3.0259501934051514,3.15087890625
