grade confidence_levels
Wrong 9.69474167611395e-10,8.100948800660035e-10,0.9998251795768738,5.732491814569585e-09,1.5308925238599613e-09,2.174522784059718e-10
Correct 1.917766292991452e-12,1.4305761436572695e-12,3.5268832125623373e-12,0.9998122453689575
Wrong 1.824738027345063e-09,1.8908408172535474e-09,1.9303447729157597e-09,0.9781948328018188,1.7642213245849803e-09,1.8592714035037261e-09,0.00395183963701129,1.8703472104419916e-09,1.9790138416908576e-09,1.9558321628920794e-09
Wrong 1.709047139919484e-11,1.4923498201091512e-11,0.9999809265136719,7.73543078480543e-08
Correct 0.9976581335067749,3.272005930088362e-11,1.68476885220592e-10,2.2949173117403632e-10
Wrong 0.02026032656431198,9.33589650031763e-10,1.5403960773596737e-08,7.054183348564891e-10,4.3156395124199776e-11,4.685370980084258e-10,4.986758117553336e-09,0.979454755783081
Correct 2.474346899247748e-12,1.914234829675232e-12,0.9997509121894836
Correct 2.790771169713935e-09,1.314321274037411e-08,0.001941761001944542,4.285144461491086e-10,3.728692701820968e-11,1.3435152990126653e-10,3.5517042085153605e-10,3.7886483283955386e-08,1.7781659478188772e-10,2.8043220523521484e-10,0.9864141345024109,6.885469527873056e-09
Correct 3.822618610538342e-11,2.9877562229829735e-11,4.107492818095082e-11,1.3824521388761113e-11,6.584256143776779e-12,0.9997928142547607
Correct 6.2007430301491695e-09,0.00022125722898636013,0.9247844815254211,1.7939120411369913e-08,1.0509036485473189e-07
Correct 0.9998071789741516,2.2336844873738215e-10
Wrong 0.985258162021637,2.957169231709855e-10,0.0009429083438590169,3.1982700932076114e-08,2.2178735237243785e-10
Wrong 1.0076065676267731e-10,1.684404699053843e-10,1.147235417775505e-09,0.999894380569458,6.246599591752666e-12,3.727738256964486e-11,6.529746882089071e-11
Correct 7.855956011583454e-13,4.74013406651097e-13,0.9999874234199524,5.644135332716349e-12
Wrong 1.4560669114871416e-08,6.267378838131776e-10,2.363083617673567e-10,0.997751772403717
Correct 3.2788920883985995e-11,0.9999513030052185,5.112931345668814e-12,1.9894081174087752e-11,1.7012120878678871e-12,5.16485595611349e-12,2.0497545327735622e-10
Correct 5.1558979308197195e-09,0.8511475324630737,0.13269586861133575
Correct 1.1920266995701922e-09,1.058906407003235e-09,0.9996666312217712,2.320281078382891e-09,6.111195460789531e-08
Correct 0.11191059648990631,0.24982745945453644,0.18749089539051056,7.362446297065617e-08
Wrong 2.9383110528025114e-11,2.9881468827097635e-11,3.43061378771381e-06,0.1609775424003601,0.8388780951499939,4.280195042838386e-08
Correct 0.9999572038650513,2.502881513155586e-10
Wrong 1.8953379143926696e-10,0.9999145865440369,6.251588829941923e-11,4.04196204284446e-10
Wrong 4.023433322619674e-11,0.9993016719818115,1.374871223813745e-11,1.9706729581514537e-09
Correct 7.549794665308307e-13,3.476719346445778e-12,0.9999839067459106
Wrong 0.0003003022284246981,0.9984310269355774,6.277508646235219e-08,0.00029552538762800395,1.2846435026858671e-09,1.7638157601140847e-08,3.413368432347852e-08,1.0149200591058616e-07,8.401753959219604e-09,3.779215873578323e-08,1.6777891076458218e-08,7.783048516785129e-08
Wrong 0.0008200189913623035,0.9853158593177795,1.1723917623385205e-06
Wrong 0.0005960952257737517,6.901141750859097e-05,0.002017371356487274,0.2330600768327713
Wrong 1.6688047428312092e-12,2.9518534426682674e-13,0.9999147653579712,8.092593435649054e-12,1.8179030600740803e-13
Wrong 7.388665790308835e-10,3.002546544728091e-10,2.0649225916713476e-05,7.604836205210574e-11,8.42370201370457e-11,0.9984126091003418,6.385474787817813e-11,5.816445589057473e-11,5.531081842535812e-11,3.5622442495775175e-11,3.6015819659951376e-07
Wrong 6.180041811632009e-09,1.613145741430344e-07,2.0811048671021126e-06,1.0832783914338506e-07,2.5333067242172547e-05,0.9997068643569946
Correct 0.9999467730522156,1.3675008347924233e-10,1.1673747038476456e-11,2.1231702160284804e-11
Wrong 1.192791421189554e-09,3.3214909989087715e-11,0.9999123215675354,1.1859677129244517e-10
Wrong 3.719573694188627e-12,6.565702300419252e-13,7.454120654060148e-12,0.999956488609314
Correct 7.37007752604768e-08,0.8722598552703857,0.10548794269561768
Correct 5.279116588319255e-10,3.267247028482245e-10,6.63474664097663e-10,0.999370813369751,1.1970846536257795e-10,7.306057425715551e-10
Wrong 1.1543004774239307e-07,2.4325151670723244e-08,7.294102744026532e-08,0.9235330820083618,2.041545599240635e-09,2.5183183538501908e-08,0.005913534667342901
Correct 3.7903333249822424e-10,0.9973754286766052,0.0023591527715325356
Wrong 3.7259800800271137e-10,2.025694716134563e-11,0.9998925924301147
Wrong 5.844497802387494e-11,5.6458882707888236e-11,5.631975094622099e-11,5.879811221243259e-11,5.577639392018163e-11,5.7767353400794974e-11,1.823451789562114e-08,0.9995710253715515,6.89004131526616e-11
Correct 0.9995267391204834,1.6910906008860138e-10,8.477728068168044e-12,1.614904911184656e-11,1.5033578765547007e-12
Correct 0.9988082647323608,1.3387026730204976e-11,1.1653710114967186e-11,2.479432631430356e-11,9.605814407787072e-12,2.400805595992317e-11
Correct 5.684046566756251e-09,0.998611569404602,4.393382324607842e-10,3.544656834719717e-08,2.7853396672439246e-11,2.3738085275226695e-08,2.360182715932524e-09
Correct 3.4102584645090417e-10,6.663324059186237e-11,0.9989023804664612,2.9837253805453656e-06,3.143468775210212e-12
Wrong 6.310473921189441e-09,3.004950177576404e-10,0.9953048229217529,2.89021926391797e-07,6.811078634427759e-08,2.5211273168679327e-05,0.0018613773863762617
Wrong 0.37163877487182617,0.06318799406290054,0.00016342461458407342
Correct 0.9998682141304016,4.8267983360217315e-11,5.49650299233595e-12,2.0153585744697722e-10,5.1597489800769836e-05,2.826669731614828e-10
Wrong 1.891273596066334e-11,0.9999934434890747,4.2935160635138025e-12,1.0606052702755164e-09
Wrong 2.9700419901246278e-09,4.135935760540832e-10,0.9951568245887756
Wrong 1.0402415284715971e-07,0.1717238575220108,3.814913611677184e-07,0.8068051338195801
Correct 0.9996017217636108,1.3093834176636232e-11,8.664135381364346e-12,9.142925999627849e-12,2.606687001666108e-12,4.188380545167014e-12,5.8951115988747915e-08,3.296975886746267e-11
Wrong 1.1204166483480549e-09,6.05407279863357e-10,0.6668819785118103,0.3305041790008545,2.872461379865854e-09,1.2263151916158677e-07
Correct 0.9996756315231323,1.3201981174937316e-11,2.065931627159845e-11,6.492478776820576e-11,9.273900224149312e-12,2.0187135874039086e-07,8.020952825538163e-12
Wrong 1.3332523973730304e-10,1.0718538590026583e-07,0.997316300868988,1.2779341473923012e-10,5.3770786434537143e-11,1.5952963394738617e-09,8.483167057704577e-09
Correct 7.536332113922128e-10,0.9997408986091614,6.731602775200685e-11,5.549021352635464e-06
Wrong 1.2239731450591762e-09,0.9855584502220154,0.01312739122658968,0.0010364011395722628
Correct 8.550302826870748e-11,0.9995548725128174,4.706241299445857e-11,1.1378864655853249e-05
Wrong 2.0379005427617614e-10,1.8472796909918543e-06,2.0548613921533843e-09,1.4630055034103862e-07,0.9996215105056763,1.222679513190883e-09
Correct 2.5318899754545043e-11,8.991497650601143e-12,4.505170542179471e-11,0.999467134475708,3.811600340908328e-12,1.873859123424637e-10
Correct 4.232874317722235e-08,3.7020386756125845e-10,0.9534379839897156,3.244022828141624e-09,1.2655480829959487e-10,6.338970024444279e-07
Correct 2.3150229021100255e-13,4.30961723826926e-14,9.285266647359944e-14,1.2595846132605615e-13,2.389225156693847e-13,0.9999887943267822
Correct 7.205522983833035e-11,0.9998400211334229,3.080582317016578e-11,3.3051383852011895e-09
Correct 0.9997561573982239,3.3191953959649245e-12,2.997725331854717e-12,1.950955175189506e-09
Wrong 4.533285413721444e-10,1.5308803114066905e-09,0.9986801147460938,7.979788496648155e-10,2.548267673263549e-11,1.5275197711162036e-06
Wrong 0.014863898977637291,0.0004544176044873893,0.10608743131160736,0.0989367738366127,2.6992743595855018e-09,6.176013478409459e-09,3.2165942798201286e-08
Correct 0.9996528625488281,3.5645419949048573e-10
Wrong 7.550735592332103e-10,0.9989914894104004,1.4857601371431883e-08,1.0532881233871194e-09,1.1810891674401969e-11,1.6669407520986113e-10,1.273865901652016e-09
Wrong 1.0755958623764883e-10,1.0503432151809378e-10,1.307671609884764e-10,0.9942925572395325,2.525168696365654e-08
Correct 0.9849570989608765,1.3395078379829783e-09,0.002398021286353469,0.0004777543945237994,2.463662052143434e-10
Correct 1.0733628612660806e-12,1.3480812603369752e-12,0.9999631643295288,1.1055698891093702e-11,7.056964604693072e-13,2.7896612971034518e-12
Correct 1.1348674000544179e-08,0.9955253005027771,0.0022106908727437258,3.912408175210658e-09,5.631310417975044e-10,7.729740736373003e-10
Correct 7.164131787806838e-11,0.9998816847801208,7.06646352544027e-10
Wrong 0.7597393989562988,2.0775249576221455e-10,0.2339581549167633,4.235013451037162e-10,1.0530576410872072e-10,2.183343505990365e-10
Correct 1.3924026862066619e-11,1.260363861887992e-11,1.6958984563886226e-11,1.3967525053226737e-11,1.3039853918872524e-11,0.9999128580093384,1.5084560336942054e-11,1.3868212134227065e-11
Wrong 2.5159196948010276e-10,1.32176880551782e-10,1.0448855669586976e-10,5.655989010477924e-09,6.621066889200833e-11,2.3896622458607908e-09,0.9945900440216064,6.650628847637563e-07,0.0006200980278663337
Correct 3.049825203580575e-13,1.5936621325981365e-13,0.9999517202377319,7.439937338080127e-13,3.8387170639463467e-14,1.9708754485196767e-13
Wrong 3.176852010622344e-12,7.822988784544904e-12,0.9998128414154053,2.4293950184883784e-10
Wrong 8.664392536772425e-10,0.006882809102535248,8.02580779613038e-10,0.9930036664009094,8.680263452465198e-11,1.6389108736802882e-07
Correct 0.9995645880699158,6.474801944600372e-11,7.639366231160238e-06,4.4884745226125844e-11
Correct 4.847350965064834e-08,7.947343227954207e-09,0.717002272605896,0.25193706154823303,4.643241346968807e-09
Wrong 2.834463685985611e-08,2.8178013167234894e-07,0.9811327457427979,5.082701481917695e-10
Wrong 2.0051309945756657e-07,9.403723879586323e-07,9.787480667000636e-05,0.13251571357250214,0.6062257289886475
Correct 0.9971980452537537,3.0900632053132426e-10,1.3504281026754938e-09
Wrong 8.470633972024189e-09,3.455024877307977e-10,3.009737251091771e-11,2.7143207126378854e-10,0.9999762773513794
Correct 4.223153510923838e-12,4.580176841094408e-13,4.332693871646892e-13,1.875862746386625e-12,0.9999121427536011
Correct 1.45542657786768e-11,6.853065857848062e-12,8.581410071428763e-08,4.761829125454753e-11,0.9999708533287048
Wrong 8.879757160684676e-07,0.008556636981666088,2.6544119464233518e-05,0.8955996036529541,0.00010609775927150622
Correct 1.1938702630664988e-11,0.999941349029541,1.4421801426689473e-12,2.6834560615252023e-11
Wrong 6.388806923496304e-07,0.9968547821044922,0.00038233594386838377,4.24478372451631e-08,1.5227945293627698e-10,1.8522532396758606e-09,3.497970357813074e-09
Wrong 7.745976082773609e-10,0.9923699498176575,0.00027514187968336046,1.4838992683507968e-05,2.0562053448802686e-10,1.3711331625643197e-08
Correct 1.500588819869364e-10,0.9982000589370728
Wrong 1.5868259652052075e-05,2.6534526114119217e-06,0.9730627536773682,0.0018423228757455945,0.00041313812835142016
Correct 0.9995476603507996,2.447332235533395e-06,8.80613970632993e-10,1.7125686424535047e-09
Wrong 9.591213240289775e-12,7.57572130027917e-12,8.674836023125909e-12,2.0038548598222405e-09,8.432672095326499e-12,0.9998976588249207,1.552993239783973e-06
Wrong 9.265712329342701e-12,3.5721156935175635e-12,4.094688477174202e-10,1.0940323300068222e-11,0.9999306201934814,3.5070099602130256e-11,9.206760354096843e-12,3.4198242016003633e-09
Correct 1.9937252803553518e-12,1.3153661103035286e-12,0.9996210336685181,2.4292538466919034e-11,7.795608776561824e-13,3.13789228975625e-12
Correct 0.9995052218437195,2.331056736526449e-10,5.97793342604902e-11,2.4674904341992487e-09,1.7674015029278678e-11
Wrong 7.224607023736951e-11,0.9999200701713562,1.5831359834184155e-10,3.6944328152266337e-10
Correct 3.4751769604352e-12,1.388187199739821e-12,7.06444017867236e-12,0.9988780617713928,5.401586296305272e-13
Correct 0.9994139075279236,4.773345607667068e-11
Wrong 7.615532648941326e-10,3.928129210795106e-10,7.526014811354287e-10,0.9948104619979858,3.5870961756501174e-10,0.0011407489655539393
Wrong 9.973838643873023e-08,1.4401956294207707e-09,0.981384813785553
Wrong 8.932113729209767e-12,1.1867645755003764e-11,7.011659253208791e-09,0.999971330165863,5.248473097102524e-12,3.722654476345788e-11
Wrong 9.559715863360907e-08,0.5464407205581665,5.887410381433256e-08,0.3522663414478302,3.7814897879684395e-09
Wrong 4.604881098657643e-08,0.01869620941579342,4.471511161341368e-08,4.523412400203597e-08,4.4466755610983455e-08,4.5894182676420314e-08,4.8883144643241394e-08,0.9431328773498535
Correct 5.331452168633177e-09,0.9975113868713379,6.592339474309483e-08,1.3246722607718198e-09,8.327471351377014e-11,1.2623512475329335e-06
Wrong 1.889274972199928e-05,6.564416565879583e-08,0.0002788560523185879,0.892022967338562,5.2559072649671634e-09
Correct 6.339410940636725e-11,1.1519671261339681e-06,4.115367074897236e-11,0.9994711875915527
Correct 1.601188105715412e-11,1.7781710348954705e-12,0.9999364018440247,3.3742759697474867e-09,1.5558442121449412e-12,1.629452545115484e-10,1.0834218500122006e-07
Correct 0.9999895691871643,2.954159269638601e-12,7.623802305602168e-13,1.9799840586531836e-11
Wrong 8.787700567225443e-10,1.3774918983244788e-08,0.045191921293735504,0.9277231693267822,2.450998181302566e-06
Correct 5.553261406276988e-09,0.9988099932670593
Wrong 1.2050792586038028e-09,0.9968852400779724,1.1373958441751597e-09,9.92949389377884e-10,5.145607828715981e-10,0.0017820375505834818,5.492171162302384e-10,9.659916200277507e-10
Correct 0.034533821046352386,3.0905628278787844e-08,1.475273503359631e-08,0.8772456645965576,1.4041788176655245e-08
Wrong 5.769577090392053e-12,1.4681468931201924e-12,0.999946117401123,4.47233222677923e-12
Wrong 4.333566561154356e-10,2.615506700109904e-10,0.9592148065567017,1.6590899765134282e-09,6.859823126204034e-11,3.017679617300928e-08
Correct 0.9946471452713013,3.614945009999815e-09
Wrong 0.9999366998672485,6.352228465456022e-11,4.447361749704282e-12
Correct 7.596651779850916e-11,6.964417757771013e-12,2.229906259643144e-09,0.999779224395752
Wrong 0.0003160931810270995,3.177377805307913e-11,1.6580513351183157e-10,5.401482733313756e-11,0.9832080602645874,6.867234558782798e-11,2.3800740892032657e-11,3.221815314535803e-10,1.0661426602665003e-10,2.7375456068678972e-11,1.2486732536842737e-08
Correct 1.131979043833553e-08,2.5246069124129633e-11,0.9999958276748657,9.490142699464243e-11,4.966101314896054e-13
Wrong 8.197721945712999e-10,1.610510835803325e-08,8.189910971623249e-09,1.4623704203131638e-07,1.3825464861838554e-07,0.9954630732536316
Wrong 1.7050870155799203e-06,0.9998257756233215,5.606520109280311e-11,1.2117019887458724e-10,4.2806259443750605e-05
Wrong 6.139739383570486e-09,6.164806443109683e-09,1.1981320824361319e-08,0.7172170281410217,4.836054667833878e-09,6.4341940664292e-09,0.0771324560046196
Wrong 4.654408858328907e-09,2.0830874802868493e-08,7.540520891780034e-05,0.9504700899124146,6.324866325124745e-11
Wrong 8.449141830624285e-08,8.58223756949883e-07,1.417142698301177e-06,0.8244983553886414
Wrong 0.9963759779930115,9.023742109093291e-07
Wrong 0.00014979150728322566,0.21813933551311493,0.01832088641822338,4.963438641425455e-06,0.03138292580842972,0.3877342939376831
Correct 0.007738427724689245,4.236704320703666e-09,0.91725093126297,9.909422260534484e-07,2.708367419224089e-10
Correct 3.4891240119350186e-08,4.955512888926705e-09,0.8682036995887756,0.0003261895035393536,1.5445702672423067e-07
Wrong 6.199532553985421e-11,2.4824193048389454e-11,2.533124376924434e-09,0.9901608228683472,1.3910520305082663e-11
Wrong 1.6331849067574566e-12,1.4669653295926177e-12,7.675015679421693e-13,1.447516585761921e-12,6.97796800810252e-13,0.9999619126319885
Correct 1.0476629563882511e-09,0.0015217592008411884,0.9949706792831421
Correct 7.154485501814634e-07,0.6879642009735107
Correct 4.09576772497644e-09,0.9989354610443115,1.0867414346193982e-07,0.0001349199010292068
Wrong 2.2905632252046004e-11,1.2254730216709753e-11,1.1523444420902251e-09,0.9999431371688843
Correct 3.17559043297444e-12,3.5217079361223036e-13,5.966027910413174e-13,7.135951985565159e-13,6.008464667646429e-13,0.9999500513076782
Correct 0.9997134208679199,5.254026380629995e-11,7.256253375942379e-10,6.255523317122424e-07,1.2388160809673199e-11
Correct 5.129700553219152e-10,5.375943579188913e-10,2.9519311439685225e-09,7.900381682190982e-09,0.9999858140945435
Correct 6.881208380882242e-10,1.0277973611083624e-10,1.6692871529500053e-09,0.00038598585524596274,4.271572962011305e-08,0.999559223651886
Wrong 2.6998597801863866e-10,4.662139563293977e-10,7.89066173512154e-11,1.807205496362485e-09,0.9999781847000122,3.9813334851146465e-09
Wrong 4.122926999805543e-10,0.9984301328659058,2.2590070092309844e-10,3.0193908969522454e-05
Wrong 0.03915200009942055,1.2521143162302906e-06,6.524915363570472e-08,0.14786148071289062
Wrong 2.2697660417847487e-10,5.3622679213605196e-11,2.312899141543312e-06,1.7772208593669347e-05,5.5746240956722204e-11,0.999777615070343,6.9417516179726135e-09,2.845353996860922e-08,8.728601175178596e-11
Correct 4.763546002095609e-09,0.9976506233215332
Correct 8.702379789005121e-11,5.484268247868407e-11,2.845334905188235e-11,0.9989173412322998,1.3687852067068018e-11,6.372297828294293e-11
Correct 0.9999953508377075,3.952261695000514e-12,1.037337750420253e-12,1.3408783632040677e-12,2.965104019519299e-13,6.042638720123172e-13
Correct 0.9998502731323242,8.93257065537334e-11,3.7039762901258655e-07
Correct 0.9999381899833679,1.5164612621187956e-10,1.834804877476337e-11
Wrong 1.9056620725876883e-09,1.1376150022002207e-09,1.0858745014274973e-09,0.989835798740387,8.908713211575048e-10
Correct 0.9890985488891602,3.593802588852668e-09
Wrong 2.232939527724298e-11,1.1854527776078427e-11,1.3593396033684257e-05,0.9998111128807068
