grade confidence_levels
Wrong 24.578125,23.09375,23.328125,22.46875,23.90625,24.1875,21.625
Correct 26.34375,30.359375,23.90625,25.4375,27.46875,26.140625,27.34375
Correct 19.90625,20.765625,20.828125,33.5
Correct 24.515625,33.4375,21.234375,19.96875,20.0625
Correct 20.5,34.59375,19.875,18.390625,18.71875,19.203125
Correct 21.421875,19.9375,20.59375,21.234375,20.078125,21.328125,29.171875,21.28125,24.140625,20.90625
Correct 20.671875,21.359375,21.640625,31.5625,20.828125,18.28125,19.09375,18.062501907348633
Correct 25.984375,27.90625,27.734375,28.015625,31.109375
Wrong 27.1875,28.25,24.046875,28.25,23.921875
Wrong 26.953125,26.734375,22.59375,26.90625,22.40625
Wrong 19.890625,20.8125,23.28125,19.375,29.5625,19.15625
Correct 24.140625,32.65625,22.609375
Wrong 16.953126907348633,17.109376907348633,16.906251907348633,19.609376907348633,21.015626907348633,16.296876907348633,16.625003814697266,16.656253814697266,21.90625
Wrong 23.5625,30.390625,23.390625,21.59375,21.843751907348633
Wrong 30.421875,25.796875,29.984375,29.765625
Wrong 28.640625,29.328125,32.90625,27.40625
Correct 22.015625,22.671875,20.078125,19.78125,31.671875
Wrong 26.546875,23.6875,22.734375,28.09375,30.3125
Correct 32.59375,27.328125,23.671875
Correct 23.5625,27.46875,24.21875,32.9375
Correct 31.53125,26.859375,27.90625,24.265625
Correct 28.375,30.390625,30.171875,24.84375,26.6875
Correct 23.96875,27.125,23.109375,23.984375,30.828125
Wrong 24.796875,27.140625,30.3125,23.046875,23.640625
Correct 28.765625,27.796875,23.375,24.375,20.984376907348633
Wrong 27.6875,23.015625,24.28125,29.09375,26.75
Correct 22.0,21.890625,36.0,20.390625,18.578125,17.546875
Wrong 25.421875,31.859375,26.125,25.390625
Correct 27.78125,31.765625,26.0,29.28125
Correct 26.75,24.171875,22.078125,20.0625
Wrong 27.0625,25.109375,28.34375,27.859375,22.546875
Correct 31.046875,26.578125,28.359375,30.328125
Correct 31.234375,21.328125,23.484375,19.375
Wrong 23.421875,24.203125,23.53125,28.4375,31.609375,29.234375,24.5
Correct 21.15625,20.640626907348633,23.640625,16.56250762939453
Wrong 28.828125,26.703125,23.5625,22.96875,22.734375
Correct 20.125,19.03125,29.890625,16.5625,17.562501907348633,18.484375,17.265628814697266,18.484375
Correct 24.34375,22.359375,23.421875,21.0625,23.015625,23.71875,24.5
Correct 30.6875,26.5625,26.765625,26.03125,24.75,23.65625
Correct 24.1875,34.53125,24.109375,22.390625,20.75,21.359375,31.75,24.65625
Correct 22.3125,26.59375,22.90625,21.421875,21.171875,28.09375,22.703125,29.0625
Wrong 25.625,25.875,27.109375,25.875,26.390625,27.75
Correct 20.8125,22.0,20.953125,20.109375,30.59375
Wrong 24.78125,28.78125,28.390625,23.125,23.546875,28.015625
Correct 20.953125,21.09375,21.828125,19.953125,30.828125,20.671875,18.53125,20.625
Correct 26.21875,32.5625,24.484375,21.640625
Wrong 25.703125,24.515625,23.1875,21.515625,21.421876907348633,23.265625,20.843751907348633
Correct 30.0,23.34375,22.515625,20.65625,28.828125,24.25,20.953125,20.359375
Wrong 27.0,26.9375,23.765625,22.84375
Correct 30.765625,22.234375,21.53125,23.953125,20.4375,20.140625,20.75
Correct 25.921875,23.90625,28.03125,22.296875
Wrong 29.375,33.09375,28.578125
Wrong 26.015625,25.34375,24.90625,27.15625,22.34375,24.40625
Correct 20.53125,20.125,20.40625,22.328125,19.765625,30.78125
Correct 22.34375,26.453125,22.3125,22.515625,21.265625,21.421875
Wrong 26.484375,26.53125,24.796875,25.5625,23.125
Correct 24.015625,29.15625,22.140625,22.15625,23.78125
Correct 29.390625,30.40625,26.875
Wrong 22.265625,22.59375,21.34375,28.640625,27.03125
Correct 30.546875,22.546875,21.75,22.421875
Correct 22.46875,22.03125,25.921875,24.546875,23.203125,32.3125
Wrong 24.6875,27.921875,28.1875,24.203125,25.125,21.515625,22.109375,25.84375
Correct 25.828125,28.9375,26.75,33.96875,25.203125
Correct 28.0625,23.734375,27.0,25.90625,23.03125,22.65625
Correct 28.03125,22.125,26.328125,26.5625,21.8125
Correct 23.3125,34.3125,21.796875
Wrong 30.578125,25.84375,29.359375,29.046875
Correct 20.859375,21.421875,17.421875,29.171875
Correct 26.8125,19.5625,21.4375,19.171875,21.609376907348633,20.125
Correct 25.265625,25.59375,25.546875,28.9375
Correct 24.96875,33.59375,26.71875,23.140625
Correct 26.484375,24.796875,28.109375,32.125,25.234375
Correct 22.8125,25.296875,26.359375,25.046875,27.640625,28.015625,22.046875
Correct 23.3125,23.203125,20.375,22.046875,30.15625,21.15625
Correct 22.71875,24.1875,22.3125,24.140625,32.28125,22.609375
Wrong 28.78125,24.828125,27.640625,28.1875
